id_num,id,label_id
0,fctza0d,-1
1,fctzcvr,-1
2,fctzg0q,-1
3,fctzjbj,-1
4,fctzsy7,-1
5,fctzvlg,-1
6,fcu009i,-1
7,fcu7zdy,-1
8,fcu7zw0,-1
9,fcu81m3,-1
10,fcu8qzx,-1
11,fcuda0z,-1
12,fcudl31,-1
13,fcufjxx,-1
14,fcufoq2,-1
15,fcugbvk,-1
16,fcuhqfc,-1
17,fcupc7g,-1
18,fcurdla,-1
19,fcux4n7,-1
20,fcuxvs9,-1
21,fcuyfga,-1
22,fcuyzqn,-1
23,fcvdrxu,-1
24,fcvizd6,-1
25,fcvntw0,-1
26,fcvuwvs,1
27,fcvvydr,-1
28,fcvz42l,-1
29,fcvzxya,-1
30,fcw492h,-1
31,fcw4lqr,-1
32,fcw4yqd,0
33,fcw5ugi,-1
34,fcw6wbv,-1
35,fcw817y,-1
36,fcw84d0,-1
37,fcw87l2,1
38,fcw8a6r,0
39,fcw8adi,-1
40,fcw8sje,-1
41,fcw8v2k,-1
42,fcw95g1,5
43,fcwbeq4,-1
44,fcwcetj,-1
45,fcwe3p4,-1
46,fcwe8uq,-1
47,fcwei6v,-1
48,fcwevm7,-1
49,fcwfe8i,-1
50,fcwfjew,-1
51,fcwfq12,-1
52,fcwfyql,-1
53,fcwg4bj,-1
54,fcwgdlg,-1
55,fcwgf7c,-1
56,fcwhh5q,-1
57,fcwhq2y,-1
58,fcwhrz9,-1
59,fcwhs1h,-1
60,fcwhwnf,-1
61,fcwhzwe,-1
62,fcwii5a,-1
63,fcwiqn5,-1
64,fcwiv1e,-1
65,fcwj08e,-1
66,fcwj1kt,-1
67,fcwj7uo,-1
68,fcwjae8,-1
69,fcwjbs0,-1
70,fcwjd1t,-1
71,fcwjiks,-1
72,fcwjit1,-1
73,fcwjj5d,-1
74,fcwjkri,-1
75,fcwjoyp,-1
76,fcwjppe,-1
77,fcwjsun,-1
78,fcwjutr,-1
79,fcwjuy0,-1
80,fcwjw3f,-1
81,fcwk0q1,-1
82,fcwk8tn,-1
83,fcwkl8f,-1
84,fcwks07,-1
85,fcwkvra,-1
86,fcwl8r1,-1
87,fcwlcbj,-1
88,fcwlpyt,-1
89,fcwlt8a,-1
90,fcwlvua,-1
91,fcwm1j9,-1
92,fcwmghd,-1
93,fcwn0o5,-1
94,fcwn16s,-1
95,fcwo3gt,-1
96,fcwo9zu,-1
97,fcwodb8,-1
98,fcwomw0,0
99,fcwp6h3,-1
100,fcwpco9,1
101,fcwpigr,-1
102,fcwpvwt,-1
103,fcwq1b0,-1
104,fcwqoa9,4
105,fcwqt3x,-1
106,fcwrcd4,4
107,fcwrnos,-1
108,fcws5x2,0
109,fcwstih,-1
110,fcwtjw0,-1
111,fcwtuy8,-1
112,fcwuuge,-1
113,fcwux4f,0
114,fcwvbxp,-1
115,fcwvfmq,-1
116,fcwvny5,-1
117,fcww881,-1
118,fcwwbx4,-1
119,fcwwg9c,-1
120,fcwy08d,-1
121,fcwyg7l,-1
122,fcwyorr,-1
123,fcwzcb0,-1
124,fcx0qer,-1
125,fcx0uta,-1
126,fcx13cb,-1
127,fcx174v,-1
128,fcx1hah,-1
129,fcx1k5a,-1
130,fcx1kz0,-1
131,fcx1llp,-1
132,fcx1n7h,-1
133,fcx1yry,-1
134,fcx1zr5,-1
135,fcx2fej,-1
136,fcx2saa,-1
137,fcx2x3v,-1
138,fcx34hl,0
139,fcx34pj,-1
140,fcx3euu,-1
141,fcx3h0q,-1
142,fcx3kfk,-1
143,fcx3kmv,-1
144,fcx3x0x,-1
145,fcx3zky,-1
146,fcx42fy,-1
147,fcx4ghb,2
148,fcx4jkz,-1
149,fcx539o,-1
150,fcx5g7a,-1
151,fcx5hhv,-1
152,fcx5ryu,1
153,fcx60x0,-1
154,fcx6we9,-1
155,fcx83tz,-1
156,fcx84cz,-1
157,fcx95ek,-1
158,fcx9sb9,-1
159,fcxb2iz,-1
160,fcxc1ad,-1
161,fcxc3rc,-1
162,fcxcdhj,1
163,fcxcptp,-1
164,fcxdhua,0
165,fcxdtuq,-1
166,fcxdvi6,-1
167,fcxeiq4,0
168,fcxfet9,-1
169,fcxfviz,-1
170,fcxg6lk,-1
171,fcxgp21,-1
172,fcxguw9,-1
173,fcxh1lq,-1
174,fcxha0s,-1
175,fcxhjtd,-1
176,fcxhps9,-1
177,fcxhsgt,-1
178,fcxhyr8,-1
179,fcxicbu,-1
180,fcxikno,-1
181,fcxj2ew,0
182,fcxjdxl,-1
183,fcxlawy,-1
184,fcxmm0a,-1
185,fcxmt8n,-1
186,fcxmukz,-1
187,fcxmvoy,4
188,fcxmxt4,-1
189,fcxn1lw,-1
190,fcxn3m8,-1
191,fcxn5t7,-1
192,fcxnc62,-1
193,fcxndq6,-1
194,fcxnfq3,-1
195,fcxnhvp,-1
196,fcxnmzh,-1
197,fcxnxr2,-1
198,fcxo7he,0
199,fcxpcjh,-1
200,fcxq9k6,-1
201,fcxru3d,-1
202,fcxsamh,-1
203,fcxtax1,-1
204,fcxtcy4,1
205,fcxtr2k,-1
206,fcxtytt,-1
207,fcxv3n1,-1
208,fcxvusx,-1
209,fcxwej3,-1
210,fcxwfgr,-1
211,fcxwpxt,-1
212,fcxxils,-1
213,fcxxkac,-1
214,fcxy412,4
215,fcxzmz2,-1
216,fcy21zp,-1
217,fcy2dbi,-1
218,fcy2eo8,-1
219,fcy2hq0,-1
220,fcy2kam,-1
221,fcy2lz8,-1
222,fcy3bjk,-1
223,fcy3cig,-1
224,fcy3d52,-1
225,fcy3gkd,-1
226,fcy3kqb,-1
227,fcy4f7l,-1
228,fcy4i4d,-1
229,fcy4i4z,-1
230,fcy4w90,-1
231,fcy51yd,-1
232,fcy55i8,-1
233,fcy5cnh,-1
234,fcy5hh1,-1
235,fcy67ex,-1
236,fcy6d57,-1
237,fcy6kmz,-1
238,fcy6weo,-1
239,fcy70tb,-1
240,fcy7cit,-1
241,fcy7sc6,-1
242,fcy7vqr,-1
243,fcy83c9,-1
244,fcy855o,-1
245,fcy8ktq,-1
246,fcy8mcp,-1
247,fcy9fiw,-1
248,fcy9h4b,-1
249,fcy9na6,-1
250,fcy9v19,-1
251,fcy9vpd,-1
252,fcya1vn,-1
253,fcya3i4,-1
254,fcyaahf,-1
255,fcyaeet,1
256,fcyafzx,-1
257,fcyait4,-1
258,fcyamvp,-1
259,fcyarf9,-1
260,fcyawy9,-1
261,fcyayca,-1
262,fcyazld,-1
263,fcybcwt,-1
264,fcybej1,-1
265,fcybfio,-1
266,fcybl9r,-1
267,fcybssm,-1
268,fcycbsx,-1
269,fcyci8k,-1
270,fcycizq,-1
271,fcycnt5,-1
272,fcycq7b,-1
273,fcyct2b,-1
274,fcyczc7,-1
275,fcydre0,-1
276,fcye3zl,-1
277,fcye6iq,-1
278,fcye9ep,-1
279,fcyehoc,-1
280,fcyezjf,-1
281,fcyf0a3,-1
282,fcyf554,-1
283,fcyf6si,-1
284,fcyfbjl,-1
285,fcyfm1o,-1
286,fcyftrc,-1
287,fcyfxxj,-1
288,fcyfz2v,-1
289,fcyg25d,-1
290,fcyghxc,-1
291,fcygquq,-1
292,fcygt2n,-1
293,fcygut9,-1
294,fcygvck,-1
295,fcyh90f,-1
296,fcyhorg,-1
297,fcyhql6,-1
298,fcyhx3x,-1
299,fcyi3a6,-1
300,fcyibq1,-1
301,fcyj6n6,-1
302,fcyjc80,-1
303,fcykad2,-1
304,fcykxeq,-1
305,fcyla01,-1
306,fcym3wf,-1
307,fcymej3,-1
308,fcymsf3,-1
309,fcymvxr,-1
310,fcynfkp,-1
311,fcyob1e,-1
312,fcyos4n,-1
313,fcyou24,-1
314,fcyp2wg,-1
315,fcyp47e,-1
316,fcyp5am,-1
317,fcypj1h,-1
318,fcypss4,-1
319,fcyqnze,-1
320,fcyqrw0,-1
321,fcyr3uu,-1
322,fcyr7je,-1
323,fcyrjxk,-1
324,fcyrlxs,-1
325,fcyrmvr,-1
326,fcyrr5j,-1
327,fcyrzyq,-1
328,fcys21e,-1
329,fcysgmu,-1
330,fcyt472,-1
331,fcyt6xf,-1
332,fcyt6xq,-1
333,fcytg0c,-1
334,fcyti6h,-1
335,fcytmrf,-1
336,fcytouv,-1
337,fcyuj7p,-1
338,fcyuqvr,-1
339,fcyv59v,-1
340,fcyx6px,-1
341,fcyx8ja,-1
342,fcyxaqm,-1
343,fcyxbxk,-1
344,fcyxdrc,-1
345,fcyxgha,-1
346,fcyxgp8,-1
347,fcyxi19,-1
348,fcyxjcb,-1
349,fcyxwag,-1
350,fcyy27f,-1
351,fcyyobp,-1
352,fcyyqsa,-1
353,fcyyrmg,-1
354,fcyysnh,-1
355,fcyyvdy,-1
356,fcyyvky,-1
357,fcyyy57,-1
358,fcyzcwx,-1
359,fcyzenc,-1
360,fcyzg8i,-1
361,fcyzkhc,-1
362,fcyzmc6,-1
363,fcyzmom,-1
364,fcyznzp,-1
365,fcyzybb,-1
366,fcz002f,-1
367,fcz018r,-1
368,fcz04ak,-1
369,fcz057j,-1
370,fcz06lg,-1
371,fcz0769,-1
372,fcz0h0e,-1
373,fcz0hu1,-1
374,fcz0jj1,-1
375,fcz0jkt,-1
376,fcz0pbv,-1
377,fcz0rfd,-1
378,fcz0roq,-1
379,fcz0v6v,-1
380,fcz0w3r,-1
381,fcz0xom,-1
382,fcz0yw4,-1
383,fcz10jt,-1
384,fcz118a,-1
385,fcz1598,-1
386,fcz18rq,-1
387,fcz1lkc,-1
388,fcz1q6u,-1
389,fcz1y2w,-1
390,fcz2826,-1
391,fcz2d6h,-1
392,fcz2i4g,-1
393,fcz2l6y,-1
394,fcz2ujv,-1
395,fcz3bvz,-1
396,fcz3jsm,-1
397,fcz3nnb,-1
398,fcz3tro,-1
399,fcz3ulx,-1
400,fcz40rh,-1
401,fcz43la,-1
402,fcz45w4,-1
403,fcz494n,-1
404,fcz4qru,-1
405,fcz4r5c,-1
406,fcz4s1d,-1
407,fcz4u9k,-1
408,fcz50gl,-1
409,fcz51os,-1
410,fcz51ov,-1
411,fcz52h6,-1
412,fcz53hp,-1
413,fcz56jt,-1
414,fcz57rc,-1
415,fcz59ap,-1
416,fcz5aki,-1
417,fcz5ed7,-1
418,fcz5h85,-1
419,fcz5rce,2
420,fcz5svi,-1
421,fcz5x1r,-1
422,fcz5xng,-1
423,fcz60ei,-1
424,fcz69f6,-1
425,fcz6lmg,-1
426,fcz6ygd,-1
427,fcz72y2,-1
428,fcz7o47,-1
429,fcz7ofx,-1
430,fcz7owu,-1
431,fcz7qgv,-1
432,fcz7qis,-1
433,fcz7wuv,-1
434,fcz7yu7,0
435,fcz812u,-1
436,fcz81ri,-1
437,fcz8282,-1
438,fcz82c6,-1
439,fcz83m9,-1
440,fcz84k9,-1
441,fcz8bgw,3
442,fcz8fu0,-1
443,fcz8mdi,-1
444,fcz8os7,-1
445,fcz8uu0,-1
446,fcz8yf1,-1
447,fcz8yfw,-1
448,fcz93rx,-1
449,fcz94mo,-1
450,fcz9b8h,-1
451,fcz9buz,-1
452,fcz9he1,-1
453,fcz9ids,-1
454,fcz9itq,-1
455,fcz9vpl,-1
456,fcz9yu8,-1
457,fcza3a5,-1
458,fczaakx,-1
459,fczabzq,-1
460,fczacth,-1
461,fczah8g,-1
462,fczar17,-1
463,fczb1c1,-1
464,fczb8w4,-1
465,fczbepk,-1
466,fczbmmt,-1
467,fczbmu3,-1
468,fczcgde,-1
469,fczcr1k,-1
470,fczcsr8,-1
471,fczctk1,-1
472,fczd141,-1
473,fczd435,-1
474,fczd47t,-1
475,fczd98r,-1
476,fczdd6m,-1
477,fczdwpe,-1
478,fczdzvs,-1
479,fcze24d,-1
480,fczegxm,-1
481,fczeheh,-1
482,fczekh4,-1
483,fczf19r,-1
484,fczg0qi,-1
485,fczg1mu,-1
486,fczg2od,-1
487,fczgbiy,-1
488,fczgiaw,-1
489,fczgx56,-1
490,fczh0xz,-1
491,fczhoav,-1
492,fczi81q,-1
493,fczi8j6,-1
494,fcziajo,-1
495,fczinem,-1
496,fczj15z,-1
497,fczj1le,-1
498,fczjcgc,-1
499,fczje79,-1
500,fczk1zf,-1
501,fczk2fi,-1
502,fczk5xj,-1
503,fczkb6d,-1
504,fczkcpx,-1
505,fczkegz,-1
506,fczkg16,-1
507,fczkh2c,-1
508,fczkki0,-1
509,fczknyb,-1
510,fczkp2h,-1
511,fczkwi4,-1
512,fczl2r7,-1
513,fczljfn,-1
514,fczllwl,-1
515,fczlmzz,-1
516,fczlpon,-1
517,fczlpuf,-1
518,fczlrua,-1
519,fczlw46,-1
520,fczlx72,-1
521,fczlziz,-1
522,fczm7sv,-1
523,fczmbh4,-1
524,fczmqn8,-1
525,fczmrdu,-1
526,fczn9kg,-1
527,fcznngt,-1
528,fcznu8y,-1
529,fcznyxo,-1
530,fcznz78,-1
531,fczo170,-1
532,fczor5y,-1
533,fczoz6t,-1
534,fczp661,-1
535,fczp7ed,-1
536,fczpgh9,-1
537,fczq4mp,-1
538,fczq6eq,-1
539,fczq7dt,-1
540,fczqd02,-1
541,fczqf3r,-1
542,fczqfox,-1
543,fczqhrh,-1
544,fczqstl,-1
545,fczr48q,-1
546,fczre89,-1
547,fczrx1f,-1
548,fczry8w,-1
549,fczs2yk,-1
550,fczskxe,-1
551,fczsx33,-1
552,fcztxx1,-1
553,fczu235,-1
554,fczur6o,-1
555,fczuth1,-1
556,fczvy9z,-1
557,fczw48f,-1
558,fczw4t3,-1
559,fczwdjy,-1
560,fczwwbv,-1
561,fczx0t4,-1
562,fczx4ey,-1
563,fczx6ud,-1
564,fczx9tw,-1
565,fczxewl,-1
566,fczxhny,-1
567,fczxji7,-1
568,fczxw4x,-1
569,fczy1qa,-1
570,fczy1r3,-1
571,fczy1uh,-1
572,fczy4p4,-1
573,fczy741,-1
574,fczy9ep,-1
575,fczycea,-1
576,fczyivj,-1
577,fczz61n,-1
578,fczzbkn,-1
579,fczzfz2,-1
580,fczzlbb,-1
581,fd002c4,-1
582,fd006go,-1
583,fd0073m,-1
584,fd00o0y,-1
585,fd00qdl,-1
586,fd00w11,-1
587,fd0111e,-1
588,fd0117m,-1
589,fd015vl,-1
590,fd01ba4,-1
591,fd01h6j,-1
592,fd028qg,-1
593,fd03jua,-1
594,fd03y8q,-1
595,fd04l4c,-1
596,fd04nz2,-1
597,fd073s1,-1
598,fd079c9,-1
599,fd08npa,-1
600,fd09gcc,-1
601,fd0e73d,-1
602,fd0h257,-1
603,fd0hkwl,-1
604,fd0hl7y,-1
605,fd0hm8v,-1
606,fd0hnoj,-1
607,fd0huca,-1
608,fd0iype,-1
609,fd0klhz,-1
610,fd0rlon,-1
611,fd0ui3b,-1
612,fd0x9zv,-1
613,fd0zb9k,-1
614,fd0zynz,-1
615,fd11xkz,-1
616,fd1bl3q,-1
617,fd1bs3h,-1
618,fd1diee,-1
619,fd1do8h,-1
620,fd1ekcw,-1
621,fd1f6ah,-1
622,fd1pc5p,-1
623,fd1vb8d,-1
624,fd21cf0,-1
625,fd21lq5,-1
626,fd2biwp,-1
627,fd2fa0r,-1
628,fd2jok8,-1
629,fd2sdja,-1
630,fd2shio,-1
631,fd2sl60,-1
632,fd2sn2w,-1
633,fd2sqhi,-1
634,fd2tgft,-1
635,fd2tmeb,-1
636,fd2y3hr,-1
637,fd37m77,-1
638,fd38c81,-1
639,fd38u7u,-1
640,fd39ryz,-1
641,fd3arhr,1
642,fd3e9ci,-1
643,fd3i3mj,-1
644,fd3k9z3,-1
645,fd3l766,-1
646,fd3ljms,-1
647,fd3n654,-1
648,fd3nc8z,-1
649,fd3nl51,-1
650,fd3og9s,-1
651,fd3q00x,-1
652,fd3rgh7,-1
653,fd3uea3,-1
654,fd3wacf,-1
655,fd3yi73,-1
656,fd413i1,-1
657,fd4171v,-1
658,fd42cmc,-1
659,fd42qbh,-1
660,fd43g24,-1
661,fd44qnn,-1
662,fd4ahck,-1
663,fd4atir,-1
664,fd4dka3,-1
665,fd4doyn,-1
666,fd4dz3z,-1
667,fd4e9w0,-1
668,fd4es1v,-1
669,fd4g8se,-1
670,fd4kgxt,-1
671,fd4kl15,-1
672,fd4kulr,-1
673,fd4kuot,-1
674,fd4lbvw,-1
675,fd4li6r,-1
676,fd4lrp6,-1
677,fd4ltyu,-1
678,fd4mjpo,-1
679,fd4ns87,-1
680,fd4qs8t,-1
681,fd4quq4,-1
682,fd4qw2d,-1
683,fd4qyek,-1
684,fd4qzak,-1
685,fd4rkna,-1
686,fd4s333,-1
687,fd4s65v,-1
688,fd4sge5,-1
689,fd4u24q,-1
690,fd4uqjs,-1
691,fd4uwfe,-1
692,fd4vd5d,-1
693,fd4wg9a,-1
694,fd4wpac,-1
695,fd4wsp9,-1
696,fd4xa47,-1
697,fd4xr1r,-1
698,fd4y1tk,-1
699,fd4yofe,-1
700,fd4yvxo,-1
701,fd4zf52,-1
702,fd4zf7w,-1
703,fd4zwa3,-1
704,fd51eqx,-1
705,fd542pk,-1
706,fd5718o,-1
707,fd58poo,-1
708,fd5dj6x,-1
709,fd5ds6f,-1
710,fd5esrs,-1
711,fd5f5pu,-1
712,fd5fp1g,-1
