id_num,id,label_id
0,f5bxeun,-1
1,f5bxu4h,-1
2,f5byni0,-1
3,f5bz6v2,-1
4,f5c0aup,-1
5,f5cksc6,-1
6,f5cldje,-1
7,f5cm5mf,-1
8,f5cmk70,-1
9,f5cpxu2,-1
10,f5cq6db,-1
11,f5crehe,-1
12,f5crt4t,-1
13,f5dk1kx,-1
14,f5dka9w,-1
15,f5dlhyw,-1
16,f5dnx9l,-1
17,f5dsr4t,-1
18,f5dztp8,-1
19,f5efdwf,-1
20,f5fev59,-1
21,f5glgbu,-1
22,f5glux0,0
23,f5glv5l,-1
24,f5gm260,-1
25,f5h14i1,-1
26,f5h3g6d,-1
27,f5hcaz6,-1
28,f5hfoyr,-1
29,f5jifca,-1
30,f5mutfj,-1
31,f5mwj8r,-1
32,f5sfkcq,-1
33,f5sfqm6,-1
34,f5shsgi,-1
35,f5si7kd,-1
36,f5sihaw,-1
37,f5sj0o5,-1
38,f5sjlai,-1
39,f5sjxcq,-1
40,f5skgpc,-1
41,f5sn0j7,-1
42,f84r4fd,-1
43,f8qhsfj,-1
44,f8qmpzy,-1
45,f8qmt8s,-1
46,f8qrjc9,-1
47,f8qsvsj,-1
48,f8qszhb,-1
49,f8qxm33,-1
50,f8ryqid,2
51,f8s2245,-1
52,f8s3bxk,-1
53,f8s3i7n,2
54,f8s42f0,0
55,f8s5j13,-1
56,f9litgu,1
57,f9lrafz,-1
58,f9ly57c,-1
59,f9lzm7q,-1
60,f9m09yq,-1
61,f9m0esi,3
62,f9mfudu,-1
63,f9mlq08,3
64,f9mux00,3
65,f9my873,2
66,f9mzbg1,0
67,f9mzwro,3
68,f9n57na,-1
69,f9n77jd,0
70,f9n7d9u,0
71,f9n7fh8,-1
72,f9n7nlv,-1
73,f9ncar7,-1
74,f9nge0f,-1
75,f9nh28e,4
76,f9nh9ih,-1
77,f9nk0yq,-1
78,f9nnqpv,4
79,f9nnwpy,0
80,f9np7jz,-1
81,f9o0y3g,0
82,f9o8js1,0
83,f9oed2o,-1
84,f9oh2uh,-1
85,f9oiqlm,-1
86,f9owik7,-1
87,f9oxtx9,-1
88,f9oxvpl,-1
89,f9oxy0p,-1
90,f9oyqa0,-1
91,f9oytc8,-1
92,f9p0jnr,-1
93,f9p0kuj,-1
94,f9p0rdq,0
95,f9p1mdw,-1
96,f9p1ndo,0
97,f9p1r3s,-1
98,f9p4hh8,-1
99,f9p4n47,-1
100,f9p5gg5,-1
101,f9pdelx,-1
102,f9phdqy,-1
103,f9phgs8,-1
104,f9phqi0,-1
105,f9prla8,-1
106,f9q8qxg,-1
107,f9rf5a8,-1
108,f9rh9rm,-1
109,f9su66m,-1
110,f9t22y1,-1
111,f9t2c0f,-1
112,f9tft41,-1
113,fa9rg5l,0
114,fa9rj2g,-1
115,fa9rn4z,0
116,fa9s3jr,1
117,fa9wewi,-1
118,fa9ws0j,-1
119,faco72q,1
120,fadbckw,4
121,fadbj2n,1
122,fadbv1b,0
123,fadc6ci,0
124,fadcn06,-1
125,fq9y2cj,-1
126,fqa3j00,-1
127,fqa8b8w,-1
128,fqai8n4,-1
129,fqaier5,4
130,fqajaga,0
131,fqajogx,-1
132,fqap6ve,-1
133,fqarz2u,-1
134,fqas617,-1
135,fqatah4,-1
136,fqavts3,-1
137,fqawcer,-1
138,fqawr9w,-1
139,fqawxgv,-1
140,fqayk8t,-1
141,fqazmvd,-1
142,fqb0f95,-1
143,fqb1ehj,-1
144,fqb2av9,-1
145,fqb34nq,-1
146,fqb3edt,-1
147,fqb4jmc,-1
148,fqb645y,-1
149,fqb6ybl,-1
150,fqb73re,-1
151,fqb7ch8,-1
152,fqb94wo,-1
153,fqba4yu,-1
154,fqbawfd,-1
155,fqbb3cy,-1
156,fqbbj9a,4
157,fqbcz55,-1
158,fqbdf3m,-1
159,fqbdxcp,-1
160,fqbek71,-1
161,fqbfbk6,-1
162,fqbfqh5,-1
163,fqbkji9,-1
164,fqbm9yo,-1
165,fqbv37z,-1
166,fqc0jds,-1
167,fqc2bgi,-1
168,fqc3fv9,-1
169,fqc48zd,4
170,fqc5bpj,-1
171,fqc7xho,-1
172,fqc9kst,-1
173,fqcu7wh,-1
174,fqd1o54,-1
175,fqd1ycm,-1
176,fqd78em,-1
177,fqdfyt5,-1
178,fqdgxli,-1
179,fqdi9ct,-1
180,fqeporp,-1
181,fqfw845,-1
182,fqfwq12,-1
183,fqgxay3,-1
184,fqhjkpd,-1
185,fqizhs2,-1
186,fqkyeyh,-1
187,fqkzfp5,-1
188,fqkzjdq,-1
189,fql525a,-1
190,fqm19v5,4
191,fqnuxbh,-1
192,fqpo2o6,-1
193,fr6wk0f,-1
194,fr7okkf,-1
195,fr7uhx0,-1
196,fr7wiq5,-1
197,fr8zptc,-1
198,fr9kw87,-1
199,g3f73vs,-1
200,g3f8vor,-1
201,g3ji145,-1
202,g3juq69,-1
