id_num,id,label_id
0,fe4voth,3
1,fe4xku2,-1
2,fe4ym97,-1
3,fe57zg8,-1
4,fe586va,-1
5,fe587ls,-1
6,fe58a6p,-1
7,fe58clk,-1
8,fe594mh,-1
9,fe59kic,-1
10,fe5avbl,-1
11,fe5b6x7,-1
12,fe5beeo,-1
13,fe5c1u7,-1
14,fe5d84b,-1
15,fe5dla8,0
16,fe5dmea,-1
17,fe5e6bl,-1
18,fe5efv0,-1
19,fe5ey0v,-1
20,fe5f57t,3
21,fe5g2ny,4
22,fe5g56q,-1
23,fe5gyb7,-1
24,fe5gza1,-1
25,fe5h7it,-1
26,fe5hpk3,0
27,fe5i775,-1
28,fe5ip6g,0
29,fe5ixb2,-1
30,fe5iyw4,-1
31,fe5jbvx,0
32,fe5k1wf,-1
33,fe5kex0,-1
34,fe5kj3u,0
35,fe5kort,-1
36,fe5l0f2,-1
37,fe5lpmi,0
38,fe5mk2n,-1
39,fe5nafz,-1
40,fe5nggq,-1
41,fe5nrgx,-1
42,fe5o7zv,-1
43,fe5ohhb,-1
44,fe5pwcp,-1
45,fe5q82l,-1
46,fe5qv7m,-1
47,fe5qx71,-1
48,fe5rxbv,-1
49,fe5stt9,-1
50,fe5tahi,1
51,fe5uayb,1
52,fe5uke6,-1
53,fe5ux4z,0
54,fe5vj2g,-1
55,fe5w1pz,2
56,fe5wumo,5
57,fe5xnxh,-1
58,fe5xua1,-1
59,fe5xv0p,1
60,fe5yi6z,2
61,fe5z044,0
62,fe5z5vi,-1
63,fe60mqd,-1
64,fe62nr8,-1
65,fe66v5a,-1
66,fe6a30h,-1
67,fe6aes0,-1
68,fe6fl2b,-1
69,fe6irj7,-1
70,fe6j7oj,-1
71,fe6lgra,-1
72,fe6nc07,-1
73,fe6nye6,-1
74,fe6o390,-1
75,fe6osfu,-1
76,fe6oul5,4
77,fe6p4lq,-1
78,fe6p5yb,-1
79,fe6p73q,-1
80,fe6pjnd,-1
81,fe6pl0d,-1
82,fe6pojm,-1
83,fe6q5qj,-1
84,fe6q949,-1
85,fe6ql1t,-1
86,fe6qmmd,-1
87,fe6qpfw,-1
88,fe6r9bm,-1
89,fe6run8,-1
90,fe6s9s5,-1
91,fe6sd2u,-1
92,fe6se7b,-1
93,fe6sfci,-1
94,fe6svvk,-1
95,fe6t2eo,-1
96,fe6tlef,-1
97,fe6uacg,-1
98,fe6v31h,-1
99,fe6v32r,-1
100,fe6xoqr,-1
101,fe70cl8,-1
102,fe726c5,-1
103,fe73c14,-1
104,fe74xpm,-1
105,fe75m5y,-1
106,fe75qup,-1
107,fe776am,-1
108,fe78y0g,-1
109,fe79495,-1
110,fe79xmm,-1
111,fe7a0hg,-1
112,fe7asfn,4
113,fe7b0te,-1
114,fe7b5j9,-1
115,fe7b5y7,0
116,fe7c4z1,-1
117,fe7c69i,2
118,fe7d8ru,-1
119,fe7e5y1,-1
120,fe7e7r2,-1
121,fe7e86h,-1
122,fe7eesx,0
123,fe7euxy,-1
124,fe7fi79,-1
125,fe7fq25,-1
126,fe7frxf,-1
127,fe7ggcw,0
128,fe7hwoi,-1
129,fe7jzom,-1
130,fe7k92d,-1
131,fe7l0r4,-1
132,fe7la89,-1
133,fe7lial,-1
134,fe7mj4p,-1
135,fe7nl93,-1
136,fe7qhue,-1
137,fe7r1ty,-1
138,fe7u85h,-1
139,fe7uscd,4
140,fe7vb6f,-1
141,fe7xt3c,-1
142,fe7y4i9,-1
143,fe7yuo1,-1
144,fe7z27d,-1
145,fe7ztdg,-1
146,fe81k3j,2
147,fe82ase,3
148,fe846bi,-1
149,fe86s1w,-1
150,fe89jcu,-1
151,fe8a6su,-1
152,fe8chlo,-1
153,fe8cy5d,4
154,fe8d9ox,-1
155,fe8dfzz,-1
156,fe8ee8b,3
157,fe8f8re,-1
158,fe8f8th,-1
159,fe8jos2,-1
160,fe8kb8u,-1
161,fe8klji,-1
162,fe8l17q,-1
163,fe8l2aj,-1
164,fe8lbre,-1
165,fe8oaky,-1
166,fe8ppwv,-1
167,fe8ri8s,-1
168,fe8s23z,-1
169,fe8suuh,-1
170,fe8swo6,-1
171,fe8t31g,5
172,fe8t4g2,-1
173,fe8u9y0,-1
174,fe8yeed,-1
175,fe912e8,-1
176,fe91or7,5
177,fe92745,4
178,fe940lq,1
179,fe94i1p,-1
180,fe95cjd,-1
181,fe97nrs,-1
182,fe99ix9,-1
183,fe99yku,4
184,fe9akiz,-1
185,fe9cfni,0
186,fe9e6nx,0
187,fe9ekxh,-1
188,fe9f3fq,5
189,fe9g53x,-1
190,fe9gerc,1
191,fe9pb6t,-1
192,fe9zbnx,-1
193,fea5vq9,-1
194,fea9fo6,-1
195,feaaepp,-1
196,feaagp7,1
197,feafdou,4
198,feag3il,-1
199,feag4no,-1
200,feagmj3,-1
201,feahnyk,-1
202,feajxkv,0
203,feakpw9,-1
204,feakys9,4
205,fealczd,-1
206,fealj8d,-1
207,feao8c6,-1
208,feaq5ll,0
209,fearbme,-1
210,fearw4m,-1
211,feawcng,-1
212,feawiwf,0
213,feax54y,0
214,feayhka,0
215,feazkfv,5
216,feaztfu,1
217,feb0vci,5
218,feb5jmo,-1
219,feb889l,-1
220,febacpr,-1
221,febbl8r,-1
222,febbpz0,0
223,febcqdb,-1
224,febfk8k,-1
225,febflpv,1
226,febh1l6,-1
227,febi5yi,-1
228,febi6jh,-1
229,febj0m5,4
230,febkkfu,-1
231,febmecw,0
232,febmncc,-1
233,febpro7,-1
234,febpwt6,-1
235,febpz7e,-1
236,feburyl,-1
237,febvl8i,-1
238,febwpjf,-1
239,febxvxs,0
240,febyb05,-1
241,febzj7j,-1
242,fec6zn0,-1
243,fecakcm,-1
244,fecdfo5,-1
245,fecki5j,4
246,fecoo4b,-1
247,fecrv70,-1
248,fecsyja,0
249,fecu1x3,-1
250,fecu7w9,-1
251,fecud7r,-1
252,fecvadg,-1
253,fecvn7c,-1
254,fecvs0l,-1
255,fecw46y,-1
256,fecw7pe,-1
257,fecwi7p,-1
258,fecwka0,-1
259,fecwpde,4
260,fecxddc,-1
261,fecxl8r,-1
262,fecxlzm,-1
263,fecxnym,-1
264,fecxrr4,4
265,fecxtbk,-1
266,fecxvbd,0
267,fecxyrh,-1
268,fecy5bt,-1
269,fecycy8,-1
270,fecye6m,-1
271,fecyn8t,-1
272,fecyuk5,-1
273,fecz75e,0
274,fecz81t,-1
275,feczhrw,-1
276,feczi5v,-1
277,feczm8h,-1
278,fed05mj,-1
279,fed070x,-1
280,fed0bf1,-1
281,fed0bmi,0
282,fed0g7z,-1
283,fed0hfs,-1
284,fed0tb0,-1
285,fed0w9t,-1
286,fed12ph,-1
287,fed16dr,-1
288,fed173j,-1
289,fed18ov,-1
290,fed1hf5,-1
291,fed1i0c,-1
292,fed1nx2,-1
293,fed1ojd,-1
294,fed1rd2,-1
295,fed1s66,-1
296,fed1xp9,-1
297,fed1z63,-1
298,fed26pr,-1
299,fed27r7,-1
300,fed28h6,-1
301,fed28zq,-1
302,fed2959,-1
303,fed2dp1,-1
304,fed2e8c,-1
305,fed2ffe,-1
306,fed2g53,-1
307,fed2kqw,-1
308,fed2n0g,-1
309,fed2noa,-1
310,fed2qcb,0
311,fed2ueh,-1
312,fed2vpe,4
313,fed2y7j,-1
314,fed378f,5
315,fed39kb,-1
316,fed3b6r,-1
317,fed3ba9,-1
318,fed3bka,-1
319,fed3fxd,4
320,fed3fz5,4
321,fed3ldz,-1
322,fed3op8,-1
323,fed3orc,0
324,fed3owy,-1
325,fed3use,-1
326,fed3wso,-1
327,fed3xph,-1
328,fed3yz1,-1
329,fed3zsb,0
330,fed440z,-1
331,fed44c9,-1
332,fed46tf,-1
333,fed4dbu,0
334,fed4eji,5
335,fed4hqk,-1
336,fed4i15,-1
337,fed4k7g,0
338,fed4l6v,-1
339,fed4p7x,-1
340,fed4u57,-1
341,fed4x6x,-1
342,fed517n,-1
343,fed5357,1
344,fed58v6,-1
345,fed5bn5,-1
346,fed5c3h,-1
347,fed5eoz,-1
348,fed5fif,-1
349,fed5gtd,-1
350,fed5hob,-1
351,fed5ioy,-1
352,fed5ix2,1
353,fed5lm5,-1
354,fed5nn1,-1
355,fed5pm4,-1
356,fed5rlr,-1
357,fed5tpw,5
358,fed5ze5,-1
359,fed61zz,-1
360,fed64vs,-1
361,fed66ps,-1
362,fed67il,-1
363,fed68wc,0
364,fed6b4r,-1
365,fed6eda,-1
366,fed6ehd,-1
367,fed6mc8,0
368,fed6qjm,-1
369,fed6t9g,-1
370,fed70q1,4
371,fed73to,-1
372,fed759s,-1
373,fed75y7,-1
374,fed76j0,-1
375,fed76jo,-1
376,fed79aa,-1
377,fed7cpa,-1
378,fed7e50,-1
379,fed7hyy,-1
380,fed7ign,-1
381,fed7m0r,-1
382,fed7nts,-1
383,fed7o64,-1
384,fed7sst,-1
385,fed7xt5,-1
386,fed83fo,-1
387,fed85lo,-1
388,fed85u2,-1
389,fed8dl3,-1
390,fed8e7m,-1
391,fed8nwq,0
392,fed8pa5,-1
393,fed8q9e,5
394,fed8qd5,0
395,fed8uhz,-1
396,fed8x76,-1
397,fed94qx,-1
398,fed9d9q,-1
399,fed9du4,-1
400,fed9nn0,-1
401,fed9smz,-1
402,feda20h,-1
403,feda5me,-1
404,fedacjb,0
405,fedadbc,-1
406,fedafdw,0
407,fedahmy,-1
408,fedaiy2,-1
409,fedaktp,-1
410,fedakw9,-1
411,fedapct,-1
412,fedaq5h,-1
413,fedatg9,-1
414,fedatnl,-1
415,fedave4,-1
416,fedavo3,-1
417,fedawix,-1
418,fedazr3,-1
419,fedb0xy,-1
420,fedb3mq,-1
421,fedb6lx,-1
422,fedb7jr,-1
423,fedb8y7,-1
424,fedbyi2,-1
425,fedc15v,-1
426,fedc9ht,-1
427,fedcvea,-1
428,fedd168,-1
429,fedd2yk,-1
430,fedd79v,-1
431,feddaqj,5
432,feddcc1,-1
433,feddvhc,-1
434,fededgm,-1
435,feder29,-1
436,fedey0h,0
437,fedf82s,-1
438,fedf93k,-1
439,fedfpkv,-1
440,fedftqg,-1
441,fedfwl8,-1
442,fedfya4,-1
443,fedg1w4,-1
444,fedh9bl,-1
445,fedhjy5,-1
446,fedhnqd,-1
447,fedhoq9,-1
448,fedhpc2,-1
449,fedhvb2,-1
450,fediaku,-1
451,fediavz,-1
452,fedii9j,-1
453,fedjhel,-1
454,fedjolv,-1
455,fedjyg8,-1
456,fedk627,-1
457,fedktru,-1
458,fedlowk,-1
459,fedmmna,-1
460,fedmtme,-1
461,fednv1z,-1
462,fedohfs,-1
463,fedowzy,-1
464,fedpsh0,-1
465,fedpw7d,-1
466,fedpwi7,-1
467,fedqbp5,-1
468,fedqc1p,-1
469,fedqh3q,-1
470,fedrb8r,-1
471,fedrc5c,1
472,fedrdtv,-1
473,fedrj61,4
474,fedrp2k,-1
475,fedrv59,-1
476,feds2cc,-1
477,fedsak8,-1
478,fedsxqm,-1
479,fedue5g,-1
480,fedvkpn,-1
481,fedvwr9,-1
482,fedwgm2,-1
483,fedxkzf,-1
484,fedxoq2,-1
485,fedxqyr,-1
486,fedxsqb,-1
487,fedxu8w,-1
488,fedxyaz,-1
489,fedxybt,-1
490,fedy04k,-1
491,fedy97e,-1
492,fedy9hp,-1
493,fedych8,-1
494,fedye6q,-1
495,fedyhki,-1
496,fedykel,-1
497,fedymdg,-1
498,fedyu8l,-1
499,fedyxii,-1
500,fedz9tm,-1
501,fedzblq,4
502,fedzjxw,-1
503,fedzvu8,-1
504,fedzwzp,-1
505,fedzzvv,-1
506,fee103o,-1
507,fee1yb2,-1
508,fee1ywk,-1
509,fee26ym,-1
510,fee2dbk,-1
511,fee2epe,-1
512,fee2w73,-1
513,fee3bat,-1
514,fee3fbc,-1
515,fee3hes,5
516,fee3q1j,-1
517,fee3uhh,0
518,fee4k0h,1
519,fee57n3,-1
520,fee5ge6,-1
521,fee5m64,-1
522,fee5rao,-1
523,fee7ov4,-1
524,fee7xue,-1
525,fee7zij,-1
526,fee87u3,-1
527,fee8uf2,-1
528,fee941m,-1
529,fee9zwd,-1
530,feea1op,-1
531,feea5u0,-1
532,feeahd3,-1
533,feealnf,-1
534,feebooc,-1
535,feebpct,-1
536,feebsmj,-1
537,feebvjw,-1
538,feebxhi,-1
539,feecfgk,-1
540,feecofd,-1
541,feecu4q,-1
542,feedb36,4
543,feedtox,-1
544,feee0l0,-1
